BuildingType,PrimaryPropertyType,Neighborhood,NumberofFloors,PropertyGFATotal,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,SiteEnergyUse(kBtu),UsageComplexity,HasNaturalGas,HasSteam,DensityPerFloor,IsLargeBuilding,IsDowntown
NonResidential,Other,GREATER DUWAMISH,6,1585960,1258280,"Other - Entertainment/Public Assembly, Parking",Other - Entertainment/Public Assembly,1585960.0,Parking,0.0,,,59757440.0,2,1,0,209713.3333333333,1,0
Nonresidential COS,Distribution Center,GREATER DUWAMISH,2,179161,179161,"Data Center, Distribution Center, Office, Other",Distribution Center,117476.0,Office,37321.0,Other,25543.0,9436408.0,4,1,0,89580.5,1,0
Nonresidential COS,Warehouse,GREATER DUWAMISH,2,58640,58640,"Non-Refrigerated Warehouse, Office, Other, Other - Services",Non-Refrigerated Warehouse,40831.0,Other - Services,16735.0,Office,11533.0,3928695.25,4,0,0,29320.0,1,0
NonResidential,Other,GREATER DUWAMISH,3,1172127,1172127,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,1172127.0,,,,,58761304.0,1,1,0,390709.0,1,0
NonResidential,Hotel,GREATER DUWAMISH,9,168449,153882,"Food Service, Hotel, Parking",Hotel,135006.0,Parking,20600.0,Food Service,9216.0,12726789.0,3,1,0,17098.0,1,0
NonResidential,Warehouse,GREATER DUWAMISH,4,79600,79600,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,79600.0,,,,,2411402.25,1,0,0,19900.0,1,0
SPS-District K-12,K-12 School,LAKE UNION,4,241066,241066,K-12 School,K-12 School,241066.0,,,,,7791957.0,1,1,0,60266.5,1,0
Campus,Large Office,GREATER DUWAMISH,2,334368,302494,"Laboratory, Non-Refrigerated Warehouse, Office, Other - Utility",Office,240984.0,Laboratory,72963.0,Other - Utility,16766.0,53466684.0,4,1,0,151247.0,1,0
NonResidential,Other,NORTH,6,419848,84739,"Fast Food Restaurant, Medical Office, Movie Theater, Parking, Retail Store",Parking,335109.0,Movie Theater,65000.0,Medical Office,13567.0,9134963.0,5,1,0,14123.166666666666,1,0
NonResidential,Hotel,DOWNTOWN,0,934292,934292,"Hotel, Other, Parking, Restaurant, Retail Store",Hotel,495536.0,Parking,438756.0,Restaurant,49700.0,65047284.0,5,1,0,,1,1
NonResidential,Hospital,CENTRAL,5,597519,597519,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),601615.0,Parking,48607.0,,,143423024.0,2,1,0,119503.8,1,0
SPS-District K-12,K-12 School,DELRIDGE,1,71714,71714,K-12 School,K-12 School,71714.0,,,,,2371358.0,1,1,0,71714.0,1,0
NonResidential,Warehouse,LAKE UNION,3,75397,67236,"Non-Refrigerated Warehouse, Parking",Non-Refrigerated Warehouse,67236.0,Parking,8161.0,,,549181.375,2,1,0,22412.0,1,0
NonResidential,Hospital,EAST,8,1158691,1158691,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),1350182.0,Parking,387651.0,,,293090784.0,2,1,1,144836.375,1,0
NonResidential,Senior Care Community,DOWNTOWN,5,102796,90185,"K-12 School, Medical Office, Office, Restaurant, Retail Store, Senior Care Community",Senior Care Community,55259.0,Medical Office,40091.0,K-12 School,3231.0,10105379.0,6,1,0,18037.0,1,1
SPS-District K-12,K-12 School,SOUTHWEST,2,208981,208981,K-12 School,K-12 School,208981.0,,,,,8164853.0,1,1,0,104490.5,1,0
NonResidential,K-12 School,NORTHEAST,2,55653,55653,K-12 School,K-12 School,55500.0,,,,,1377627.0,1,1,0,27826.5,1,0
NonResidential,Hotel,NORTHEAST,16,106860,106860,Hotel,Hotel,106860.0,,,,,11935719.0,1,1,0,6678.75,1,0
NonResidential,Small- and Mid-Sized Office,NORTH,5,50759,50759,"Office, Restaurant",Office,47079.0,Restaurant,3680.0,,,3147042.0,2,1,0,10151.8,1,0
NonResidential,Worship Facility,NORTHEAST,2,56772,56772,Worship Facility,Worship Facility,56772.0,,,,,2439484.75,1,1,0,28386.0,1,0
NonResidential,Worship Facility,NORTHEAST,3,103000,103000,Worship Facility,Worship Facility,103000.0,,,,,4854429.5,1,1,0,34333.333333333336,1,0
SPS-District K-12,K-12 School,NORTHEAST,3,269297,269297,K-12 School,K-12 School,269297.0,,,,,10498344.0,1,1,0,89765.66666666667,1,0
SPS-District K-12,K-12 School,NORTHEAST,3,75174,75174,K-12 School,K-12 School,75174.0,,,,,2733846.0,1,1,0,25058.0,1,0
SPS-District K-12,K-12 School,MAGNOLIA / QUEEN ANNE,3,75214,75214,K-12 School,K-12 School,75214.0,,,,,2334260.0,1,1,0,25071.33333333333,1,0
SPS-District K-12,K-12 School,SOUTHWEST,3,134918,134918,K-12 School,K-12 School,134918.0,,,,,3822102.5,1,1,0,44972.66666666666,1,0
SPS-District K-12,K-12 School,CENTRAL,2,64414,64414,K-12 School,K-12 School,65310.0,,,,,2295176.5,1,0,0,32207.0,1,0
SPS-District K-12,K-12 School,NORTHWEST,3,92437,92437,K-12 School,K-12 School,92437.0,,,,,4626443.0,1,1,0,30812.33333333333,1,0
NonResidential,Other,DOWNTOWN,7,128766,128766,"Office, Other, Other - Entertainment/Public Assembly",Other - Entertainment/Public Assembly,109754.0,Other,12876.0,Office,6136.0,6057410.0,3,1,0,18395.14285714286,1,1
NonResidential,Other,DOWNTOWN,15,230880,230880,Other,Other,203000.0,,,,,62197176.0,1,0,0,15392.0,1,1
SPS-District K-12,K-12 School,GREATER DUWAMISH,3,204961,204961,K-12 School,K-12 School,204961.0,,,,,8190809.0,1,1,0,68320.33333333333,1,0
NonResidential,Other,MAGNOLIA / QUEEN ANNE,1,76086,76086,Other,Other,77810.0,,,,,3267564.0,1,1,0,76086.0,1,0
NonResidential,Medical Office,MAGNOLIA / QUEEN ANNE,5,190000,151000,"Medical Office, Office",Medical Office,146741.0,Office,9805.0,,,28731502.0,2,1,0,30200.0,1,0
NonResidential,Hotel,DOWNTOWN,4,122309,122309,Hotel,Hotel,122309.0,,,,,25453690.0,1,1,0,30577.25,1,1
Campus,Other,DOWNTOWN,3,215476,215476,Other,Other,217088.0,,,,,24017770.0,1,1,0,71825.33333333333,1,1
NonResidential,Hotel,DOWNTOWN,8,254273,215473,Hotel,Hotel,277000.0,,,,,26659244.0,1,1,0,26934.125,1,1
Nonresidential COS,Other,DOWNTOWN,2,69400,69400,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,69400.0,,,,,14833476.0,1,1,0,34700.0,1,1
NonResidential,Mixed Use Property,DOWNTOWN,1,62900,62900,"Other, Restaurant, Retail Store",Restaurant,32494.0,Other,29793.0,Retail Store,3384.300049,10394330.0,3,1,0,62900.0,1,1
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,4,56500,56500,"Office, Retail Store",Office,33000.0,Retail Store,7000.0,,,1380293.625,2,0,1,14125.0,1,1
NonResidential,Warehouse,GREATER DUWAMISH,4,203504,203504,"Non-Refrigerated Warehouse, Other - Services",Non-Refrigerated Warehouse,159372.0,Other - Services,44132.0,,,3785282.5,2,0,0,50876.0,1,0
NonResidential,Large Office,DOWNTOWN,3,100734,74003,Office,Office,100734.0,,,,,9788717.0,1,0,0,24667.666666666668,1,1
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,4,77662,59158,"Office, Parking",Office,62108.0,Parking,17570.0,,,5007401.0,2,1,0,14789.5,1,1
NonResidential,Large Office,DOWNTOWN,12,234000,212210,"Financial Office, Laboratory, Office, Parking",Office,173786.0,Laboratory,29865.0,Parking,25373.0,18661606.0,4,1,0,17684.166666666668,1,1
NonResidential,Large Office,DOWNTOWN,25,369996,369996,"Office, Parking",Office,383942.0,Parking,127192.0,,,24755086.0,2,0,0,14799.84,1,1
NonResidential,Retail Store,DOWNTOWN,10,693450,693450,"Office, Retail Store",Retail Store,361107.0,Office,332343.0,,,40062888.0,2,1,1,69345.0,1,1
NonResidential,Large Office,DOWNTOWN,33,791396,791396,"Lifestyle Center, Office, Other, Parking, Restaurant",Office,622034.0,Parking,132465.0,Other,33110.0,40847752.0,5,1,0,23981.696969696968,1,1
NonResidential,Large Office,DOWNTOWN,23,747747,542671,"Office, Parking, Restaurant",Office,542461.0,Parking,219045.0,Restaurant,9337.0,30985420.0,3,1,0,23594.391304347828,1,1
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,10,63409,55652,"Office, Retail Store",Office,45260.0,Retail Store,6187.0,,,3444270.0,2,0,1,5565.2,1,1
NonResidential,Large Office,DOWNTOWN,17,204790,174790,"Office, Other - Recreation, Parking, Retail Store",Office,142034.0,Other - Recreation,17070.0,Retail Store,14666.0,7739699.0,4,1,0,10281.764705882351,1,1
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,5,73399,73399,"Office, Retail Store",Office,51557.0,Retail Store,9976.0,,,3757006.0,2,0,0,14679.8,1,1
NonResidential,Large Office,DOWNTOWN,20,265851,233517,"Office, Parking",Office,226454.0,Parking,29214.0,,,14633233.0,2,0,1,11675.85,1,1
NonResidential,Large Office,DOWNTOWN,25,758043,529375,"Office, Parking",Office,582725.0,Parking,191082.0,,,27018020.0,2,1,0,21175.0,1,1
NonResidential,Large Office,DOWNTOWN,12,206000,206000,"Office, Parking",Office,161000.0,Parking,51250.0,,,8580279.0,2,0,1,17166.666666666668,1,1
NonResidential,Large Office,DOWNTOWN,36,824887,669915,"Office, Parking",Office,743562.0,Parking,161119.0,,,39523852.0,2,0,0,18608.75,1,1
NonResidential,Large Office,DOWNTOWN,16,480840,339240,"Fitness Center/Health Club/Gym, Office, Other, Parking, Restaurant",Office,311736.0,Parking,123356.0,Fitness Center/Health Club/Gym,18239.0,17867002.0,5,1,0,21202.5,1,1
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,7,89550,89550,"Office, Retail Store, Social/Meeting Hall",Office,64712.0,Retail Store,10058.0,Social/Meeting Hall,7030.0,3903259.75,3,0,1,12792.857142857143,1,1
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,6,89355,89355,"Office, Retail Store",Office,82355.0,Retail Store,7000.0,,,4178233.5,2,1,0,14892.5,1,1
NonResidential,Large Office,DOWNTOWN,15,388934,388934,Office,Office,388934.0,,,,,18576900.0,1,0,1,25928.93333333333,1,1
NonResidential,Large Office,DOWNTOWN,22,384302,384302,"Convenience Store without Gas Station, Food Service, Office",Office,348969.0,Convenience Store without Gas Station,3291.899902,Food Service,1437.0,10062436.0,3,0,0,17468.272727272728,1,1
NonResidential,Large Office,DOWNTOWN,17,378525,293925,"Office, Parking",Office,236827.0,Parking,83311.0,Restaurant,14679.0,24906132.0,2,0,1,17289.70588235294,1,1
NonResidential,Large Office,DOWNTOWN,47,1323055,1323055,"Office, Parking, Restaurant",Office,1011135.0,Parking,272682.0,Restaurant,37595.0,44683660.0,3,1,0,28150.106382978724,1,1
NonResidential,Large Office,DOWNTOWN,41,589921,460489,"Office, Parking, Pre-school/Daycare",Office,470416.0,Parking,107667.0,Pre-school/Daycare,10290.0,24603420.0,3,0,0,11231.439024390244,1,1
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,6,91091,89699,"Office, Parking",Office,89699.0,Parking,1392.0,,,1835804.875,2,0,1,14949.833333333334,1,1
NonResidential,Large Office,DOWNTOWN,8,157941,94948,"Office, Parking",Office,84838.0,Parking,15401.0,,,3743228.5,2,0,0,11868.5,1,1
NonResidential,Large Office,DOWNTOWN,29,635303,438072,"Office, Parking",Office,522667.0,Parking,194435.0,Convenience Store without Gas Station,6122.0,18221224.0,2,0,1,15105.93103448276,1,1
NonResidential,Large Office,DOWNTOWN,6,172842,146922,"Data Center, Office, Parking",Office,99890.0,Data Center,39336.0,Parking,25000.0,41399504.0,3,1,0,24487.0,1,1
NonResidential,Large Office,DOWNTOWN,34,776762,614158,"Office, Parking",Office,606050.0,Parking,154947.0,,,32552428.0,2,1,0,18063.470588235294,1,1
NonResidential,Large Office,DOWNTOWN,14,186768,162993,"Data Center, Office, Parking",Office,182540.0,Parking,33671.0,Data Center,240.0,9641043.0,3,0,1,11642.357142857143,1,1
NonResidential,Large Office,DOWNTOWN,49,1123435,754455,"Financial Office, Food Sales, Office, Other, Parking",Office,808980.0,Parking,232248.0,Other,30329.0,45163308.0,5,1,0,15397.040816326533,1,1
NonResidential,Large Office,DOWNTOWN,37,1052469,888049,"Convenience Store without Gas Station, Data Center, Financial Office, Fitness Center/Health Club/Gym, Office, Other, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc), Restaurant",Office,765351.0,Parking,185581.0,Financial Office,103478.0,41213584.0,11,0,0,24001.324324324323,1,1
NonResidential,Large Office,DOWNTOWN,42,617684,446184,"Financial Office, Office, Parking, Retail Store",Office,581558.0,Parking,189600.0,Retail Store,18026.0,69519808.0,4,0,1,10623.42857142857,1,1
NonResidential,Large Office,DOWNTOWN,8,201480,201480,"Non-Refrigerated Warehouse, Office, Retail Store",Office,161762.0,Retail Store,29094.0,Non-Refrigerated Warehouse,10624.0,8921778.0,3,0,1,25185.0,1,1
Nonresidential COS,Large Office,DOWNTOWN,63,1354987,1195387,"Office, Parking",Office,1191115.0,Parking,159599.0,Other,18656.0,61576184.0,2,0,0,18974.396825396827,1,1
Nonresidential COS,Large Office,DOWNTOWN,14,310490,310490,"Data Center, Office, Other",Office,269284.0,Other,28394.0,Data Center,600.0,21169502.0,3,1,0,22177.85714285714,1,1
Nonresidential COS,Large Office,DOWNTOWN,8,199530,168870,"Office, Other, Parking, Restaurant",Office,160418.0,Parking,18590.0,Other,17480.0,13214416.0,4,1,0,21108.75,1,1
NonResidential,Large Office,DOWNTOWN,13,372242,319539,"Office, Parking",Office,319539.0,Parking,52703.0,,,13843866.0,2,1,0,24579.92307692308,1,1
NonResidential,Large Office,DOWNTOWN,7,114395,106099,Office,Office,96582.0,,,,,2746560.75,1,1,0,15157.0,1,1
NonResidential,Retail Store,NORTHEAST,2,89200,89200,Retail Store,Retail Store,89200.0,,,,,6461937.0,1,1,0,44600.0,1,0
NonResidential,Large Office,NORTHEAST,23,474546,474546,Office,Office,474546.0,,,,,28450436.0,1,0,0,20632.434782608696,1,0
NonResidential,Other,NORTHEAST,5,36000,36000,Data Center,Data Center,36000.0,,,,,30038490.0,1,0,0,7200.0,0,0
NonResidential,Small- and Mid-Sized Office,NORTHEAST,5,99005,99005,Office,Office,79555.0,,,,,4728488.5,1,1,0,19801.0,1,0
NonResidential,Large Office,NORTHEAST,6,135051,90803,"Office, Parking",Office,95943.0,Parking,42500.0,,,4426136.0,2,0,0,15133.833333333334,1,0
NonResidential,Large Office,NORTHEAST,5,220649,137929,"Office, Parking",Office,145754.0,Parking,90000.0,,,7046345.5,2,0,0,27585.8,1,0
NonResidential,Self-Storage Facility,DOWNTOWN,5,93660,93660,Self-Storage Facility,Self-Storage Facility,93660.0,,,,,873221.875,1,0,0,18732.0,1,1
NonResidential,Large Office,DOWNTOWN,18,413715,349055,"Office, Parking",Office,348270.0,Parking,69634.0,,,24224888.0,2,0,0,19391.944444444445,1,1
NonResidential,Mixed Use Property,DOWNTOWN,11,381381,185760,"Fitness Center/Health Club/Gym, Office, Parking",Parking,182820.0,Office,164192.0,Fitness Center/Health Club/Gym,37782.0,9765777.0,3,1,0,16887.272727272728,1,1
NonResidential,Large Office,DOWNTOWN,20,497513,378769,"Office, Parking",Office,367623.0,Parking,114510.0,,,26823218.0,2,1,0,18938.45,1,1
NonResidential,Large Office,DOWNTOWN,24,543876,427155,"Office, Parking",Office,424044.0,Parking,107300.0,,,25307744.0,2,0,0,17798.125,1,1
NonResidential,Mixed Use Property,DOWNTOWN,4,109347,70647,"Laboratory, Office, Parking",Laboratory,42389.0,Parking,38700.0,Office,28258.0,8218155.5,3,1,0,17661.75,1,1
NonResidential,Large Office,DOWNTOWN,6,396626,272410,"Office, Parking",Office,274002.0,Parking,122624.0,,,20361158.0,2,0,0,45401.66666666666,1,1
NonResidential,Large Office,DOWNTOWN,6,287471,203880,"Office, Other, Other - Restaurant/Bar, Parking",Office,191814.0,Parking,72178.0,Other - Restaurant/Bar,5322.0,14913424.0,4,0,0,33980.0,1,1
NonResidential,Large Office,DOWNTOWN,3,192630,144118,"Office, Parking",Office,146157.0,Parking,48199.0,,,5357833.0,2,1,0,48039.333333333336,1,1
NonResidential,Large Office,DOWNTOWN,8,253103,191117,"Laboratory, Office, Other, Parking",Office,158681.0,Parking,70190.0,Other,21782.0,29949248.0,4,0,0,23889.625,1,1
NonResidential,Supermarket / Grocery Store,NORTHWEST,1,60880,60880,Supermarket/Grocery Store,Supermarket/Grocery Store,61666.0,,,,,14293972.0,1,1,0,60880.0,1,0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,5,50176,50176,"Office, Other, Restaurant",Office,50328.0,Other,8329.0,Restaurant,4253.0,2933288.75,3,1,0,10035.2,1,1
NonResidential,Large Office,DOWNTOWN,42,304346,304346,"Office, Other - Restaurant/Bar, Retail Store, Single Family Home",Office,245028.0,Retail Store,8429.0,Other - Restaurant/Bar,7518.0,23262244.0,4,1,1,7246.333333333333,1,1
NonResidential,Warehouse,GREATER DUWAMISH,1,128800,128800,"Non-Refrigerated Warehouse, Other",Non-Refrigerated Warehouse,119200.0,Other,9600.0,,,1809101.5,2,1,0,128800.0,1,0
NonResidential,Large Office,DOWNTOWN,8,321945,321945,"Office, Performing Arts, Retail Store",Office,166919.0,Performing Arts,39355.0,Retail Store,19787.0,13656587.0,3,0,1,40243.125,1,1
NonResidential,Large Office,DOWNTOWN,22,336330,336330,"Office, Other - Restaurant/Bar, Parking",Office,256299.0,Parking,66430.0,Other - Restaurant/Bar,7438.0,18967014.0,3,1,1,15287.727272727272,1,1
NonResidential,Large Office,DOWNTOWN,21,298426,298426,"Office, Other - Education, Parking",Office,286538.0,Parking,197750.0,Other - Education,11888.0,27076922.0,3,0,1,14210.761904761905,1,1
NonResidential,Large Office,DOWNTOWN,42,635824,635824,"Financial Office, Office, Other, Parking, Restaurant",Office,718473.0,Parking,40000.0,Restaurant,19671.0,48479988.0,5,0,0,15138.666666666666,1,1
NonResidential,Hotel,DOWNTOWN,12,542305,542305,"Hotel, Swimming Pool",Hotel,542305.0,Swimming Pool,0.0,,,56485204.0,2,1,1,45192.083333333336,1,1
NonResidential,Retail Store,SOUTHEAST,2,291940,291940,"Office, Retail Store",Retail Store,191940.0,Office,100000.0,,,11688601.0,2,1,0,145970.0,1,0
NonResidential,Mixed Use Property,GREATER DUWAMISH,1,88400,88400,"Distribution Center, Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,33450.0,Office,29620.0,Distribution Center,27715.0,4383100.5,3,1,0,88400.0,1,0
NonResidential,Warehouse,NORTHWEST,1,52311,52311,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,51116.0,,,,,930611.875,1,1,0,52311.0,1,0
NonResidential,Other,LAKE UNION,5,141131,71421,"Office, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc)",Parking,74831.0,Office,71643.0,,,3085814.0,5,0,0,14284.2,1,0
NonResidential,Large Office,LAKE UNION,5,176532,106465,"Office, Parking",Office,103494.0,Parking,70067.0,,,5803409.0,2,0,0,21293.0,1,0
NonResidential,Warehouse,BALLARD,1,52500,52500,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,49395.0,Office,5853.0,,,3989399.0,2,1,0,52500.0,1,0
NonResidential,Warehouse,BALLARD,2,57300,57300,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,29001.0,Office,28299.0,,,4560492.0,2,1,0,28650.0,1,0
NonResidential,Large Office,DOWNTOWN,6,350310,350310,"College/University, Office, Restaurant",Office,305233.0,College/University,26900.0,Restaurant,7666.0,18102026.0,3,1,0,58385.0,1,1
NonResidential,Large Office,DOWNTOWN,55,1400000,1115000,"Office, Other, Parking, Restaurant",Office,994116.0,Parking,264481.0,Other,133598.0,53079164.0,4,1,1,20272.727272727272,1,1
NonResidential,Hotel,DOWNTOWN,21,305548,305548,Hotel,Hotel,310000.0,,,,,33729336.0,1,1,1,14549.90476190476,1,1
NonResidential,Large Office,DOWNTOWN,46,1536606,1023998,"Financial Office, Office, Other, Parking, Restaurant, Retail Store",Office,1002403.0,Parking,377046.0,Other,53116.0,56606136.0,6,1,0,22260.82608695652,1,1
NonResidential,Large Office,DOWNTOWN,10,135918,135918,Office,Office,144570.0,,,,,6423556.5,1,0,1,13591.8,1,1
NonResidential,Retail Store,DOWNTOWN,4,79957,79957,"Office, Retail Store",Retail Store,35694.0,Office,29723.0,,,5252131.0,2,0,0,19989.25,1,1
NonResidential,Large Office,DOWNTOWN,4,127268,127268,"Non-Refrigerated Warehouse, Office, Retail Store",Office,62512.0,Retail Store,53971.0,Non-Refrigerated Warehouse,5000.0,7711757.5,3,1,1,31817.0,1,1
NonResidential,Large Office,DOWNTOWN,29,500000,500000,"Office, Parking, Retail Store",Office,411301.0,Parking,80005.0,Retail Store,14528.0,18848780.0,3,0,0,17241.379310344826,1,1
NonResidential,Large Office,DOWNTOWN,10,132326,132326,"Office, Other, Retail Store",Office,92006.0,Other,12610.0,Retail Store,9835.0,6029020.0,3,1,1,13232.6,1,1
NonResidential,Large Office,DOWNTOWN,6,109830,96630,"Office, Other, Parking, Retail Store",Office,83485.0,Parking,13200.0,Retail Store,5000.0,7335905.5,4,0,0,16105.0,1,1
NonResidential,Hotel,DOWNTOWN,19,332067,272787,Hotel,Hotel,332067.0,,,,,37785552.0,1,1,1,14357.21052631579,1,1
NonResidential,Large Office,DOWNTOWN,10,130513,130513,"Office, Restaurant, Retail Store",Office,87391.0,Retail Store,32264.0,Restaurant,10858.0,11651200.0,3,1,1,13051.3,1,1
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,8,60660,60660,"Office, Retail Store",Office,41958.0,Retail Store,4800.0,,,2586116.0,2,0,0,7582.5,1,1
NonResidential,Large Office,DOWNTOWN,14,137350,137350,Office,Office,124508.0,,,,,6366084.5,1,0,1,9810.714285714286,1,1
NonResidential,Large Office,DOWNTOWN,15,151039,151039,Office,Office,125473.0,,,,,5446624.0,1,0,1,10069.266666666666,1,1
NonResidential,Large Office,DOWNTOWN,30,755000,620338,"Bank Branch, Office, Other, Parking, Restaurant",Office,643083.0,Parking,126891.0,Restaurant,13422.0,52226204.0,5,1,1,20677.93333333333,1,1
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,4,63540,63540,Office,Office,56747.0,,,,,3518459.5,1,1,0,15885.0,1,1
NonResidential,Large Office,DOWNTOWN,10,130893,130893,"Medical Office, Office, Supermarket/Grocery Store",Office,87925.0,Supermarket/Grocery Store,27177.0,Medical Office,6644.0,6962073.0,3,0,0,13089.3,1,1
NonResidential,Mixed Use Property,DOWNTOWN,5,79920,79920,"Office, Other, Retail Store",Office,39960.0,Retail Store,26640.0,Other,13320.0,3009463.75,3,0,0,15984.0,1,1
Campus,Mixed Use Property,DOWNTOWN,4,137400,137400,"Food Sales, Multifamily Housing, Office, Other - Education, Other - Restaurant/Bar, Pre-school/Daycare, Restaurant, Retail Store, Supermarket/Grocery Store",Retail Store,44078.0,Other - Restaurant/Bar,19182.0,Multifamily Housing,14380.0,14940504.0,9,1,0,34350.0,1,1
NonResidential,Other,DOWNTOWN,6,147852,61423,"Office, Other - Restaurant/Bar, Parking, Retail Store",Parking,64821.0,Retail Store,40629.0,Other - Restaurant/Bar,13039.0,9671619.0,4,1,0,10237.166666666666,1,1
NonResidential,Other,DOWNTOWN,4,267335,100375,"Movie Theater, Other - Restaurant/Bar, Parking",Parking,166960.0,Movie Theater,69947.0,Other - Restaurant/Bar,27400.0,7273155.5,3,1,0,25093.75,1,1
NonResidential,Large Office,DOWNTOWN,56,1605578,1215718,"Office, Other, Parking",Office,1314475.0,Parking,389860.0,Other,30744.0,49517704.0,3,1,1,21709.25,1,1
NonResidential,Large Office,DOWNTOWN,36,794592,794592,"Office, Other, Parking",Office,748011.0,Parking,36606.0,Other,9975.0,26689658.0,3,1,0,22072.0,1,1
NonResidential,Large Office,DOWNTOWN,21,456304,363100,"Office, Parking",Office,342952.0,Parking,106466.0,,,19397324.0,2,0,0,17290.47619047619,1,1
NonResidential,Large Office,DOWNTOWN,12,115857,100717,"Office, Parking, Restaurant",Office,104788.0,Parking,11844.0,Restaurant,528.0,4757299.5,3,0,0,8393.083333333334,1,1
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,4,87500,70000,"Office, Other",Office,70090.0,Other,1672.0,,,4549892.0,2,0,0,17500.0,1,1
NonResidential,Large Office,DOWNTOWN,11,374405,189629,"Laboratory, Office",Office,150969.0,Laboratory,41829.0,,,13329024.0,2,0,0,17239.0,1,1
NonResidential,Other,DOWNTOWN,12,193500,155500,Other,Other,146689.0,,,,,14436982.0,1,0,0,12958.333333333334,1,1
NonResidential,Large Office,DOWNTOWN,11,102846,102846,"Office, Retail Store",Office,93879.0,Retail Store,7500.0,,,5327249.5,2,0,1,9349.636363636364,1,1
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,4,52800,52800,"Office, Restaurant",Office,38880.0,Restaurant,12960.0,,,2429021.0,2,1,0,13200.0,1,1
Campus,Mixed Use Property,DOWNTOWN,10,258497,258497,"Data Center, Office, Parking, Restaurant, Retail Store",Parking,155000.0,Office,145594.0,Retail Store,103200.0,20779796.0,5,0,1,25849.7,1,1
NonResidential,Retail Store,DOWNTOWN,8,861702,861702,"Other, Retail Store",Retail Store,509342.0,Other,380639.0,,,17666646.0,2,1,1,107712.75,1,1
NonResidential,Other,EAST,5,206950,109550,Other,Other,206950.0,,,,,19295226.0,1,0,1,21910.0,1,0
NonResidential,Other,EAST,9,46710,46710,Urgent Care/Clinic/Other Outpatient,Urgent Care/Clinic/Other Outpatient,46710.0,,,,,4169431.5,1,0,1,5190.0,0,0
NonResidential,Medical Office,EAST,3,266000,162000,"Medical Office, Parking",Medical Office,162000.0,Parking,104000.0,,,13911761.0,2,1,1,54000.0,1,0
NonResidential,Medical Office,EAST,14,690158,282363,"Medical Office, Parking",Medical Office,270384.0,Parking,270383.0,,,21156670.0,2,0,0,20168.785714285717,1,0
NonResidential,Mixed Use Property,LAKE UNION,6,378443,200783,"Data Center, Office, Parking, Performing Arts, Restaurant, Retail Store",Parking,164332.0,Office,108781.0,Data Center,54184.0,55073120.0,6,1,0,33463.833333333336,1,0
